News Title,Content
"YSRC to oppose NRC, NPR in all forms: Midhun Reddy | Vijayawada News - Times of India","Amaravati: Peddireddy Midhun Reddy, YSRC MP from Rajampet, on Thursday said the party has raised its objection to the proposed National Register of Citizens (NRC) and National Population Register (NPR). He said the party has made this point clear at the all-party meeting convened by minister for parliamentary affairs Prahlad Joshi which was attended by Prime Minister Narendra Modi. He said the party has told the Centre that it would stand in support of the minorities and sought a debate on the issue in Parliament. “We requested the Prime Minister and minister for parliamentary affairs to allow a discussion on NPR and NRC in the Budget session of Parliament as the information sought in NPR is different from what was asked earlier,” said Midhun Reddy. Speaking to media in New Delhi after the all-party meeting on Thursday, Reddy said there was a sense of unease among the minorities in the country after the Citizens Amendment Act (CAA) was cleared by Parliament. Although YSRC has supported CAA, the party would oppose NPR and NRC in all forms. He said CAA was different from NPR and NRC. He said CAA was as an issue related to the granting of citizenship for the persecuted minorities in neighouring countries. “We will oppose NRC and NPR if the Centre wants to go ahead,” said Midhun Reddy. He said that a discussion in Parliament would help the government to understand public mood on the issue. He said chief minister and party president Y S Jaganmohan Reddy has directed them to oppose anything that is against the wishes of the minorities. Download The Times of India News App for Latest City News."
Anti-CAA human chain formed | Coimbatore News - Times of India,"Coimbatore: Around 1,500 people participated in a human chain protest against the Citizenship Amendment Act (CAA), National Register of Citizens (NRC) and National Population Register (NPR) in the city on Thursday. The protest was called by Platform for People’s Unity, a forum floated by 18 organistaions, including Muslim, Marxist, Ambedkarite and Periyarist outfits. The human chain was formed from Gandhipuram bus stand to VOC Park. The protesters raised slogans against the central government. tnn Download The Times of India News App for Latest City News."
"States can express opinion, can’t oppose NPR: Nalsar vice-chancellor | Hyderabad News - Times of India","HYDERABAD: Vice-chancellor of National Academy of Legal Studies and Research (Nalsar), Hyderabad, Faizan Mustafa tells Sribala Vadlapatla that citizenship is not just about borders, it is about membership to a political community adhering to the same values. CAA, NPR and NRC are opposed because they are in violation of the constitutional spirit. As these subjects are enshrined in central list of legislation, states can only say that their legislative powers are being limited. Can the states who are opposing the NPR stop its implementation?No way, because subjects like NPR and citizenship are in the central list of the enacting legislation. States may express their political opinion, at the same time they are implementing agencies for NPR and Census. As per the legislation, if states refuse to implement it, or if there is any disturbance, the Centre can impose presidential rule. Centre cannot do this through an app, it must depend on states. This again is a political decision. Even on the subjects which are in the concurrent list, when state and Centre legislate on the same subject, the central legislation prevails over state legislation. There is debate that NPR and NRC are the same, what is your take on this?If Census and NPR are the same, as some politicians have claimed, then why did the central government make huge allocations separately for both Census and NPR? The Vajpayee government made some changes through rules in the Citizenship Act. Frequent amendments are confusing the people. When the first NPR was done during the Congress regime, there was no problem in the question format. The eight additional documents said to be added in the present NPR are a cause of concern. Yes, NPR is very much a subset of NRC. The list prepared in NPR will be noted in NRC. Anyone who is listed to be suspicious, will not make it to the NRC. The Centre has said that there is no need to show documents for NPR.They may not ask for the documents but asking for Aadhaar number or PAN number is the same as asking for documents. The Supreme Court has said don’t link Aadhaar with any scheme, but in reality, what is happening is that the government uses Aadhaar for everything. The same will be the case with NPR or at least that is the apprehension of many. The fear is that such documents or information needed may not be available, which ultimately will lead to loss of citizenship. The arbitrary power of lower rank officials who will visit our houses to decide on our citizenship should be questioned. Has any other country conducted an NRC-like exercise?No, no country has conducted a similar exercise with such a large population. Most states give national identity cards. Take NRC in Assam. It was the Hindu population that was impacted. Those who submitted documents and became part of NRC, have not been given any identity cards so far. So, what is its purpose? Do you think CAA is a constitutionally valid law and can the state approach courts against it?Citizenship is not a concept confined to borders or geographical area. It is basically membership to a political community. States can challenge it (CAA), but the Supreme Court goes by the narrowed down technical grounds to give judgement and it will be passed. What the Kerala chief minister said was his political intention, but the central Act will prevail. States can only object. In such cases, their legislative powers will be questioned. But this is an unprecedented scenario. CAA is being opposed by many because it is violative of basic principles of the Constitution. In fact, there was discussion in the constituent assembly at that time whether all Hindus across the world who are stateless, should be given Indian citizenship, but the idea was rejected. Today, minorities living in the countries in India’s neighbourhood are not stateless. Then why are we conferring citizenship on them is also one argument. What are other major objections to CAA?There is no consensus on this Act itself is the proof that it is violation of constitutional spirit. The minorities from Bangladesh, Pakistan and Afghan are allowed. There are hardly minorities in Afghanistan. In that case, Sri Lanka should have been part of CAA as there are many Tamil Hindus who want to settle in India. Despite Pakistan and Bangladesh being Muslim countries, religion is not a criteria for getting citizenship there. Afghanistan is much more advanced than us in framing citizenship rules in 1922. I guess here the chronology of intended actions was not right. They should have done NPR, NRC and then CAA. Download The Times of India News App for Latest City News."
Bharat bandh: Manuu students boycott classes | Hyderabad News - Times of India,"HYDERABAD: Students of Maulana Azad National Urdu University (Manuu) boycotted classes on Wednesday in solidarity with Bharat Bandh call given by Bahujan Kranti Morcha. Hundreds of students assembled near the education department and marched outside the main gate against Citizenship (Amendment) Act (CAA), National Register of Citizens (NRC) and National Population Register (NPR). Students also raised slogans and held posters reading ‘withdraw CAA’. Members of the Manuu Coordination Committee against CAA, NRC and NPR went to New Delhi to participate in the march to Jantar Mantar. The Manuu students’ union president Umar Faruq and vice-president Intekhab Alam addressed the protest gathering at Jantar Mantar. Many shops in Old City area were shut in support of Bharat Bandh call. Roads across Nampally, leading up to Old City areas, including the famous Lad Bazaar near Charminar, wore a deserted look as many outlets remained closed. Many shopkeepers had pasted posters outside their shops condemning the new Act. The posters read — ‘with an Indian passport you can prove yourself Indian in all other countries of the world, except your own country’. The shutdown call had no impact in the rest of the city. The BKM members staged a protest at Ambedkar statue. Meanwhile, the voluntary group of Citizens Against CAA-NRC-NPR has planned to organise a human chain at Dharna Chowk on Thursday. Download The Times of India News App for Latest City News."
" Brexit will oust 73 members, many of them anti-CAA, from Euro parliament | India News - Times of India","NEW DELHI: When the European parliament meets again at the end of March to vote on India’s CAA legislation, the 73 British MEPs, many of whom are believed to be behind the numerous resolutions against India, won’t be present. With Brexit kicking in on Friday, all 73 British MEPs would have left. To that extent, the deferment of the vote in the European parliament was a last hurrah that was aborted. Gaitri Kumar, India’s envoy to Brussels, has met all the groups who have sponsored the drafts in the past couple of days to explain the Indian perspective. Some of the groups have already been convinced of the Indian argument. The resolutions, sources here believe, have been sponsored by Pakistan via some of the British Labour and Liberal Democrat MEPs who belong to groups like S&D and Renew Europe which have sponsored these resolutions. Foreign minister S Jaishankar will be visiting Brussels in mid-February in preparation for Prime Minister Narendra Modi’s visit there for the India-EU summit on March 13. Some of the European lawmakers said they would wait to get answers from him before voting on the resolution. In addition, Lok Sabha Speaker Om Birla also wrote to the president of the European Parliament, David Maria Sassoli: ""As members of Inter Parliamentary Union, we should respect sovereign processes of fellow legislatures, especially in democracies."" However, the issue has not died, merely been kicked down the road. For Pakistan, this exercise keeps the issues in play, particularly because they have been portrayed as being infringement on human rights and Islamophobia. The Indian defence centered around the argument that the CAA process is internal to India. In addition, it is being debated hotly on the streets, in the states and in the courts. There are 60 petitions pending in Supreme Court against this amendment. The government’s view has been that the entire process would be allowed to run the course of popular and judicial scrutiny. For the European parliament to be passing resolutions on something that is undergoing scrutiny in India, would be disingenuous. But within the Indian government, certain quarters say the commission and member states should do their bit with their own MEPs, given the extensive briefings etc. that their diplomats have been accorded by the Indian government. Sources said, “As fellow democracies, the EU Parliament should not take actions that call into question the rights and authority of democratically elected legislatures in other regions of the world.” In addition, India said the European countries themselves have set up their own conditions for naturalisation that is dependent on their own context, with their own criteria. India’s context is unique, given the circumstances of its partition and the politico-religious context that exists in this subcontinent. “Every society that fashions a pathway to naturalisation, contemplates both a context and criteria. This is not discrimination. In fact, European societies have followed the same approach.” Download The Times of India News App for Latest India News."
All-women sit-in against CAA/NRC at Ballarpur today | Nagpur News - Times of India,"Chandrapur: Muslim women under the banner of Women Against NRC and Muslim Ekta Manch have geared up for a massive agitation against the controversial Citizenship (Amendment) Act (CAA) and the proposed National Register for Citizens (NRC). A grand all-women agitation has been planned at Ballarpur SDO office on Friday where protesters will stage daylong sit-in to oppose the allegedly tyrant laws of the central government. Shakila Parveen, district president of Jamaat-e-Islami’s women’s wing, alleged that the CAA has been brought to “rectify” the failure of NRC in Assam. “There are many burning issues like poverty, unemployment, health and education in the country. At a time when the Centre has failed on all these fronts and country’s GDP has dropped to a record low of 4.7%, the government is busy in pitting one community against other,” said Parveen. “It is a well-planned conspiracy and the ruling party is sowing seeds of discord among communities for its political gains,” she charged. Parveen also accused the ruling BJP of being inclined to fascism and using Hitler’s tactics to persecute Muslims in India. Humera Khan from Muslim Ekta Mach informed that over 3,000 women from all major towns in Chandrapur and Gadchiroli districts will gather at Ballarpur and stage the daylong sit-in to oppose the CAA, National Population Register (NRP) and NRC on Friday. Leaders from various organizations including Bharatiya Muslim Parishad, Jijau Brigade, Shramik Yalgar, Tipu Sultan Foundation, Shaheed Ashfaqulla Khan Foundation and various organizations including Jamat-e-Islami Hind etc have declared their support to the agitation and will address the gathering. Download The Times of India News App for Latest City News."
"Residents take out march in Dwarka, call CAA anti-poor | Delhi News - Times of India","New Delhi: Hundreds of Dwarka residents held a peaceful protest in the form of a candlelight march against Citizenship Amendment Act (CAA) and National Register of Citizens (NRC) on the death anniversary of Mahatma Gandhi, demanding that the laws be changed and the violence against the citizens of the city be stopped immediately. Residents said the march was organised to safeguard the Constitution. “We paid tribute to Mahatma Gandhi and took a pledge to safeguard the Constitution from all forms of assault, including CAA, NRC and NPR,” said Shabnam Hashmi. The rally started from the overground parking facility near Sector 12 City Centre Mall at 6pm and culminated outside DDA Sports Complex in Sector 11. The participants walked for over four kilometres in Dwarka. Barely five minutes after the walk had begun, around 70-80 people tried to disrupt the walk and started shouting slogans in support of the citizenship act. However, heavy police deployment ensured that there was no further confrontation. Throughout the walk, the group of CAA supporters also walked along. “We live in a city where any document can be procured if you have the money. But what about the poor? We are here to protest for their right,” said Naim Ahmad. The programme ended with songs and poetry, apart from speeches from volunteers. The Preamble was also read. “This was perhaps the first such rally in Dwarka where people from all communities came together to propagate the message of peace and harmony,” said Pratap Dhunta. Download The Times of India News App for Latest City News."
" Citizenship Act has provision for Muslims from Pakistan, says Rajnath Singh | India News - Times of India","NEW DELHI: Union Defence Minister Rajnath Singh on Thursday said that the Citizenship Act of the country has provision for Muslims from Pakistan who want to come and stay in India and as many as 600 such people have been given citizenship during the last five-six years. ""If any Muslim brother from Pakistan wants to come to India and wants to stay here, then we have a provision in our citizenship act, through which they can get Indian citizenship. And I wish to tell you, we have given citizenship to 600 such Muslim brothers who came from Pakistan during the last 5-6 years, still, attempts are made to provoke hatred,"" the Minister said while addressing a public meeting in Delhi. The Minister further added that India is the only country that has given the message of 'Vasudhaiva Kutumbakam,' to the world. The phrase means the world is one family. ""People who are trying to spread hatred need to understand India's character. India is the only country whose saints and seers did not only treat the people of their country as their family but they also accepted the people of the world as their family and gave the message of 'Vasudhaiva Kutumbakam' to the world. India is the only country that gave the message,"" the Minister said. The Minister was addressing a public meeting ahead of the elections to Delhi Assembly. Download The Times of India News App for Latest India News."
"'I condemn firing, but support CAA,' says father of deceased Chandan Gupta mentioned in Jamia shooter's FB post | Agra News - Times of India","AGRA: Hours after the Jamia shooting incident accused shared a Facebook post, ""Brother Chandan. This revenge is for you"", before going on a suspected suicide mission and fired shot at Jamia protesters on Thursday afternoon injuring one person, UP's Kasganj resident Sushil Gupta, father of Chandan Gupta (mentioned in the post), condemned his act. ""I condemn the act of open firing on Jamia protesters in strongest possible words. We are a non-violent society and protest should always be peaceful. I have lost my son in violence,"" said Sushil Gupta. On January 26, 2018 morning, 21-year-old Abhishek Gupta alias Chandan Gupta succumbed to bullet injury, after 70-100 youths, including the deceased, participating in ""Tiranga yatra"" engaged in alleged violence, stone-pelting and firing while passing through mixed population dominated colony of Kasganj city, where scores of men, women and children were engaged in a flag-hoisting ceremony. Sushil said, ""I too support the Citizen Amendment Act, but violence is not an answer for those who are against the Act. Our country is not dharmshala, we should respect the law introduced by government. The violent act hampers government efforts on CAA. His act is not justified on any parameter.” Claimed to be resident of Jewar, the juvenile shooter was operating Facebook account with a profile which had over 3000 friends and followers. Referring to the ongoing protests at Shaheen Bagh, he further wrote on his Facebook wall, ""Shaheen Bagh…Game Over"", and posted a series of live videos from the scene of attack. After the violent attack, Facebook took down his profile. Download The Times of India News App for Latest City News."
Protest outside Jamia Milia ends after police releases 4 detainees | Delhi News - Times of India,"NEW DELHI: A protest outside the Jamia Milia Islamia that began soon after a man opened fire at a group of anti-CAA agitators was called off after police released four detained protesters, police and university officials said Thursday. Joint Commissioner of Police D C Srivastava said all detained students have been released. Thousands of people and police personnel faced off against each other near the university after a man fired a pistol at a group of anti-CAA protesters, injuring a student. The students had planned to march towards Rajghat to pay homage to Mahatma Gandhi on the occasion of his death anniversary, but they were stopped near Holy Family hospital and police did not allow them move ahead. Download The Times of India News App for Latest City News."
 Feel foreign forces behind creating misunderstanding over CAA to weaken India: Rajnath Singh | India News - Times of India,"NEW DELHI: Senior BJP leader and Defence minister Rajnath Singh on Thursday claimed that he felt ""foreign forces"" were trying to ""weaken"" India by ""misleading"" people against the amended citizenship law. Addressing an election meeting in Jangpura Assembly constituency, Singh reiterated that the Citizenship (Amendment) Act was not going to take away any Indian Muslim's citizenship but still misunderstanding was being created among them. ""No Indian citizen including Muslims will loose their citizenship due to the Citizenship Amendment Act (CAA). Still, if the citizenship of a Muslim is questioned by anyone, the BJP will stand with him,"" he said. ""Misunderstanding is being spread to mislead the people. I feel there certainly is the hand of foreign forces behind this, who want to weaken India. The decision is to be made by you, where do you want the country to head,"" Singh said. He said India is not a Hindu nation and its history is written with love. ""India is not a Hindu nation, it's a secular state. Some people are trying to write history of the country through the ink of hatred. But we have scripted our history through the ink of love and affection,"" the Union minister said. He said around 600 Pakistani Muslims were given Indian citizenship in the last five-six years, asserting that the CAA was not against the minority community in India. ""We have not committed any crime by giving citizenship to minorities including Hindus and Sikhs persecuted in Pakistan, Bangladesh and Afghanistan. We are not the people who practice Hindu-Muslim politics,"" he said. Singh also said political parties were free to discharge their duties as the Opposition but they also needed to keep in mind ""their duty towards the nation in terms of the CAA"". Seeking vote for the BJP, he slammed the Kejriwal government alleging that it not only failed to fulfil its promises with the people of Delhi but also did not implement the Modi government's schemes for them including the Ayushman Bharat health scheme. ""No leader in a democracy has the right to cause loss of people for his own benefit. But he (Kejriwal) did this by obstructing the Ayushman Bharat and other schemes of the Centre, thinking Prime Minister Narendra Modi will become popular among the people,"" Singh said. He cited the Modi government's achievements, including abrogation of Article 370 provisions, and said Kashmir will witness ""such a development"" in coming years that even people of Pakistan Occupied Kashmir (PoK) will demand to merge with India. Download The Times of India News App for Latest India News."
"UP: 6000 booked, 31 arrested so far for anti-CAA protests in Aligarh | Agra News - Times of India","AGRA: Aligarh police have booked around 6000 protestors, including several AMU students and women, and arrested 31 of them, ever since anti CAB, CAA and NRC protests started in the city. Most of the protestors have been booked for violation of section 144 of Criminal Procedure Code (CrPc) till now. Police registered 13 FIRs in this connection so far and have started the process of invoking Goondas Act against six persons for their involvement in the December 15 violence at the AMU campus. Confirming this, circle officer, Anil Samaniya, said that around 70 people have also issued notices, asking them to sign bonds wherein they would have to give a written undertaking that they will not breach peace in the city. He said, four persons including Magsaysay winner Sandeep Pandey, Dr Kafeel Khan, former students’ union president, Faizul Hassan, and JNU students’ leader Sharjeel Imam have been booked for delivering provocative speech in the university campus. Of these, two including Imam and Kafeel Khan have been arrested. He said, “We are in the process of obtaining remand for Imam and Kafeel is likely to reach Aligarh by today evening”. Three FIRs were filed against protestors including students of the AMU in December 15th violence that took place in the campus. Two FIRs were filed by the district police, which arrested 26 identified protesters, including seven AMU students, who were booked along with 2600 unidentified persons. FIRs were registered against them under Sections 307 (attempt to murder), 147 (rioting), 332 (voluntarily causing hurt to deter public servant from his duty), 336 (act endangering life or personal safety of others), 504 (intentional insult with intent to provoke breach of the peace), and 506 (criminal intimidation) of IPC and section 7 of the CLA Act. Third FIR was filed by Rapid Action Force (RAF) against 1000 protestors involved in the violence on AMU under various sections of IPC. Aligarh police also booked three persons, including two AMU students, for allegedly ""using"" children during anti-CAA protest march in the university campus under section 83 of the Juvenile Justice (Care And Protection of Children) Act of 2015. Meanwhile, 300 protestors, including 8 identified men and women, were booked by Aligarh police on Thursday for unlawful gathering and blocking a road at Shahjamal area to stage a protest against contentious CAA and NRC. Women from the area sat on a dharna there, perhaps taking a cue from Delhi’s Shaheen Bagh protest. Holding placards and shouting slogans against Citizenship (Amendment) Act, the National Register of Citizen (NRC), the woman sat down on the road late night. Police themselves put up barricades around the area to prevent them from moving further. Additional Police force have been deployed in the area. Download The Times of India News App for Latest City News."
Chhattisgarh cabinet set to table anti-CAA resolution | Raipur News - Times of India,"RAIPUR: The Congress-led Chhattisgarh government is likely to table a resolution in the state legislative assembly against the recently enacted Citizenship (Amendment) Act (CAA). The state cabinet on Thursday passed a resolution opposing the Act and urged the Centre to repeal it, citing protests across Chhattisgarh. During the budget session of the Assembly, the state government is likely to table an anti-CAA resolution, parliamentary affairs minister Ravindra Choubey said here. Chief minister Bhupesh Baghel also wrote a letter to Prime Minister Narendra Modi, making a formal appeal in this regard. Kerala, West Bengal and Congress-ruled Rajasthan and Punjab have already adopted resolutions against the Act, calling it discriminatory. The Act provides for grant of citizenship to non- Muslim refugees from Pakistan, Afghanistan and Bangladesh who arrived in India before 2015 fleeing religious persecution. Choubey said the Act was ""against the sentiments of the people of Chhattisgarh"". ""Chhattisgarh is witnessing massive peaceful protests against the Act by different sections of society. Chhattisgarh originally has inhabitants belonging to Scheduled Tribes, Scheduled Castes, OBCs,"" Baghel said in his letter to Modi. ""And a huge chunk of the state's population lives below poverty line, are landless and illiterate. They will surely face difficulties in fulfilling the formalities required by the Act. The CAA erodes the Constitution's fundamental structure on secularism,"" the chief minister wrote. Download The Times of India News App for Latest City News."
"Amit Shah slams Arvind Kejriwal, Manish Sisodia for their stand on CAA | Delhi News - Times of India","NEW DELHI: Home minister and BJP leader Amit Shah on Thursday took on Delhi Chief Minister Arvind Kejriwal and his deputy Manish Sisodia for extending support to those protesting against CAA but not to stand with the people who are going to benefit from the new citizenship law. ""Thousands of refugees reside in Sanjay Colony. Prime Minister Narendra Modi has worked towards giving citizenship to the refugees who have come from Pakistan, Afghanistan, Bangladesh. People are protesting, saying why Modi Ji is giving citizenship to Pakistanis. I want to tell Kejriwal Ji that people whose house, land were taken away and women mistreated, they are our siblings. They have as much authority over India as we have,"" said Shah. Shah, who was addressing a public meeting in Chhatarpur here, said: ""Manish Sisodia says -- 'We are with Shaheen Bagh.' I want to tell him that if he is with Shaheen Bagh, then we are with Sanjay Colony."" Referring to Kejriwal contesting the poll from New Delhi seat, Shah said: ""Kejriwal, leave Delhi and go to New Delhi seat. I will tell the media colleagues that this time on the counting day, take care of New Delhi seat and see the result. This time lotus will bloom. Our candidate Sunil Yadav is contesting from there."" ""You made Modiji the Prime Minister of this country once again and gave an absolute majority to the BJP. After this Modiji solved the questions that were entangled for the last 70 years in Parliament,"" added Shah. The assembly poll in Delhi is scheduled to take place on February 8. The counting of votes will take place on February 11. Download The Times of India News App for Latest City News."
 Hope Indian govt will address concerns on CAA: UK | India News - Times of India,"NEW DELHI: Amid anti-CAA protests in India, the UK on Thursday said it hopes that the Indian government will address concerns of the people over the Citizenship Amendment Act (CAA) as its manifesto commitment is ""with all, development for all and trust of all"". Outgoing British High Commissioner to India Dominic Asquith also said the British side is ""very interested"" in a visit to the Kashmir Valley and has a standing request for it. He also said the British side had not received any request from the Indian side to visit Kashmir following the abrogation of Article 370 provisions. At an interaction with journalists here, the British envoy also expressed ""regret"" over violent protests on the premises of the Indian mission in London last year. Asked about the protests in India over the Citizenship (Amendment) Act, Asquith said, ""We have noted what the government and Mr. Modi say about together with all, development for all, and trust of all (reference to sabka saath, sabka vikas, sabka vishvas) and I believe that is the manifesto commitment of this government."" ""There is protest in every single democracy...I refer back to the 'with all, development for all, and trust of all' as the objective set by this government and I am sure that in that 'trust of all' (is) the trust that it will be addressing the concerns that have been expressed about the CAA. But that is for the Indian government to deal with,"" Asquith said. On the anti-CAA resolutions in the European Parliament, he said parliaments as key democratic institutions have the habit to debate a variety of subjects. On the eve of Britain's historic departure from the European Union, Asquith stressed that the UK will remain the most important European partner of India. There will be an expansion of diplomatic and trade activity, he said. Asquith also expressed support for permanent membership of the United Nations Security Council (UNSC) for India. Asked when will British Prime Minister Boris Johnson visit India, the envoy said he would visit some time this year. ""He (Johnson) said he wants to come. I would be very surprised if you don't see him or meet him sometime this year,"" Asquith told reporters. Talking about the issue of security of the Indian High Commission in London, he reiterated the UK's commitment to the obligations to make sure that diplomatic premises and staff are not threatened. He also expressed regret over ""any threat the Indian diplomats may have felt as a result of protests in August and September"". ""I am glad to note that the last two protests have passed off without any serious concern. That balance between the right to protest which in a democratic society is very important and ensuring that protests don't cross the line to illegality is a balance that is always difficult to maintain,"" he said, adding that the Metropolitan Police has the responsibility to do. Download The Times of India News App for Latest India News."
" All-party meet: PM Modi says govt ready to discuss all issues; oppn raises CAA protests, 'worsening' economy | India News - Times of India","NEW DELHI: The opposition on Thursday raised the issue of anti-CAA protests at an all party meeting and accused the government of ""arrogance"" in not reaching out to protesters, even as Prime Minister Narendra Modi asserted his dispensation is open to discuss all matters in Parliament's budget session beginning from Friday. PM Modi also called for a ""greater focus"" on economic issues in the session and how India can gain in the prevailing global situation, Parliamentary Affairs Minister Pralhad Joshi told reporters after the meeting, attended by 26 parties. The opposition raised a host of issues including the nationwide protests against the Citizenship (Amendment) Act, ""worsening"" economic situation and ""rising"" unemployment. They also demanded the release of detained political figures in Jammu and Kashmir. PM @narendramodi chairs All Party Meeting ahead of the Budget session of Parliament. https://t.co/p4oF79x3qF— PIB India (@PIB_India) 1580374859000Congress leader Ghulam Nabi Azad told reporters that opposition parties sought immediate release of former state chief minister Farooq Abdullah so that he could attend the session from Friday. Anand Sharma of the Congress added that the issue of some ""incendiary"" statements made by BJP leaders during the Delhi poll campaign was also raised and Modi was asked to intervene in the matter. The Election Commission on Thursday barred Union minister Anurag Thakur and BJP MP Parvesh Verma from campaigning for three and four days respectively for their objectionable remarks. Joshi said the prime minister told the leaders that parties should not confine themselves to mere ""charcha"" (debate) but should have rich and structured discussion on every issue. In his concluding remarks, Modi welcomed the suggestions of most members that the session should focus on the prevailing economic situation in the country, an official statement later said. ""Most of the members have asked for discussion on the economic situation concerning the country. I welcome this and we need to discuss the economic issues as suggested by you all. We should focus on how we can turn the global scenario in favour of India,"" he said. ""In this budget session and in the beginning of the new year, if we can give a proper direction to the country's economy, it would be in the best interest of the country,"" he said, according to the statement. Referring to various other issues raised by opposition parties, Modi said there should be an open discussion on all. He asked the leaders at the meeting to see to it that they contribute to increasing the productivity of the session and Parliament. ""This is about the productivity of the session and the Parliament. In the last two sessions, we saw the increased productivity and the great public response in favour of it. As people's representatives, it is our responsibility to increase the productivity of the House, while we discuss all issues with an open mind,"" he said. Asked about the opposition's charge that the government is being arrogant in not reaching out to anti-CAA protestors, Joshi noted that the bill was passed by Parliament following a long discussion and asked rival parties to introspect their role in these protests. The BJP has accused the Congress and other opposition parties of inciting protests and violence against the law which, the ruling party has asserted, does not affect the citizenship of any Indian. In his remarks, Azad said Parliament's sessions have been shortened gradually by the government. He said opposition parties are willing to back the government on its legislative agenda if it is in national and public interest. He then accused the government of focussing merely on the passage of its bills and spoke about the nation-wide protests against the CAA. ""We brought the government's attention to these protests. The government has displayed arrogance by not reaching out to protestors to hear their concerns... Economic condition is worsening, GDP growth is down and unemployment is at its peak,"" he said. Joshi rejected the charge that the government has been reducing the duration of sessions and noted that opposition parties have often opposed the move to extend sessions. The government's legislation agenda for the budget session has 45 bills, including seven financial items and two ordinances, Joshi said. DMK's T R Baalu shared the concerns of other opposition parties and also spoke about problems of farmers in Tamil Nadu. The budget session will conclude on April 3 with a recess in between. The budget will be presented on Saturday. In Video:Ready to discuss all issues: PM Modi at all-party meetDownload The Times of India News App for Latest India News."
Congress-led UDF forms human maps of India in Kerala | Thiruvananthapuram News - Times of India,"THIRUVANANTHAPURAM: Thousands of people came together to form human maps of India, organised by the Congress-led UDF, across Kerala as a mark of protest against the controversial Citizenship Amendment Act on Thursday. Intensifying its protest against the CAA, the Congress- led UDF organised the formation of human map in 12 of the 14 districts barring Wayanad and Kozhikode. The programme was cancelled in Kozhikode due to the demise of veteran Congress leader M Kamalam this morning. At Wayanad, MP and Congressleader Rahul Gandhi took out a protest rally against the CAA. The Congress in Kerala has been organising protest marches under the leadership of MPs and MLAs and local leaders since the past few days. Senior Congress leader A K Antony participated in the human map in the state capital, while UDF leaders including Leader of Opposition Ramesh Chennithala, KPCC President Mullappally Ramachandran and others participated in the protest at various places. Download The Times of India News App for Latest City News."
" CAA internal matter of India, will continue to remain engaged with European Parliament members: MEA | India News - Times of India","NEW DELHI: Asserting that the CAA is an internal matter of India, the Ministry of External Affairs said it has noted the European Parliament's decision to not put to vote a resolution on the citizenship law on Thursday and will continue to engage with the MEPs on the issue. Ministry of External Affairs spokesperson Raveesh Kumar said India has noted European Commission's clarification that the EU Parliament's views don't reflect the official position of the grouping. ""As I have mentioned earlier, CAA is an internal matter of India. It has been adopted though due process and democratic means,"" Kumar said. ""We will continue to engage with the MEPs, the European Parliament and other stakeholders in this matter,"" he said. On the developments related with the deadly coronavirus outbreak in China, Kumar said the ministry has established contacts with over 600 Indians living in the virus-hit Hubei Province. ""We have asked Indians in China's Hubei Province whether they want to return to India,"" Kumar said. ""We do not have any confirmation about any Indian being affected by coronavirus,"" he said. On reports of US President Donald Trump's visit to India, Kumar said, ""We are in talks with US. Kumar also said India has taken up with the British government the issue of anti-India protests outside the Indian High Commission in London on Sunday. These incidents create difficulties in functioning of our High Commission in London, he said adding that India hopes anti-India protests in London are not repeated in future. Download The Times of India News App for Latest India News."
