News Title,Content
"‘CAA, Article 370 internal matters of India’ | Coimbatore News - Times of India","Coimbatore: Consul general of Israel to South India Dana Kursh said every nation should support the sovereignty of other nations when it comes to defending its citizens. Kursh was in the city to participate as a chief guest at an Indo-Israel joint conference on ‘Sustainable Cities’ at Kumaraguru College of Technology (KCT) on Tuesday. The conference was jointly organized by KCT and PSG college of Technology. Fifteen professors from the Israeli Agriculture Research Organization and Tel Avivi University participated in the conference. Speaking at the conference, Kursh said, “India has been supporting Israel in different situations that are crucial to the security of the country. Recently, the Israeli prime minister thanked his Indian counterpart for standing with us and the partnership is going to be same during the present situation.” When asked about Israel’s stand on Citizenship Amendment Act (CAA) and revocation of Article 370, Kursh said, “Every nation should support the sovereignty of other nations especially when it comes to defending its citizens. These are internal matters of India, which come within the sovereignty of the nation.” She said, “India has its own national interest and there are things that India would not support us. But we know where we can unite, and we understand when we have different agendas and interests. We do return the respect.” Commenting about the European Union (EU) parliament’s decision to pass a resolution against India, she said that EU had passed several resolutions against Israel as well. Both Israel and India are facing similar issues, she added. Download The Times of India News App for Latest City News."
" Don't mess with resurgent strong India, Rajnath Singh tells Pakistan | India News - Times of India","MANGALURU: Defence minister Rajnath Singh on Monday sent out a strong message to India’s estranged neighbour Pakistan reminding the Imran Khan regime there that it is dealing with a strong, resurgent country. India is now in line with powerful nations, which will not provoke anyone, but at the same time will not spare anyone that dares mess with it, he said. “Hum kisi ko chedenge nahin, par jo hum ko chedega, hum usko chodenge nahin,” he noted. Sending out this warning at well-attended CAA, NRC awareness campaign in this coastal city, Rajnath amidst chants of “Modi, Modi”, reminded Pakistan of this new India’s resolve in carrying out surgical strike on terror launch pads across the international line of control. Noting that Prime Minister Narendra Modi is keen to see a prosperous neighbourhood, he said this has been the effort since he took over office in 2014 for the first time. Noting that one can change their friends, but not neighbours, Rajnath said it was Modi who had directed him to invite heads of all SAARC nations including then Pakistan PM Nawaz Sharif when he took oath of office for the first time. “India has been sincere in its effort for better relationship with all its neighbours including Pakistan since 2014 but is obvious to the world that Pakistan is not following its dharma of a peaceful neighbour,” he noted. Demanding that Pakistan give up support to terrorist group operating on its soil, Rajnath said this brazen support for such groups inimical to Indian interests will not be allowed to function anymore. Noting that this was evident for all to see in Jammu and Kashmir that was once the hotbed of terrorism from across the border, Rajnath said results of government’s commitment to root it out since Article 370 was repealed is there for all to see. Download The Times of India News App for Latest India News."
 No power can stop Kashmiri Pandits from returning to Kashmir: Rajnath Singh | India News - Times of India,"MANGALURU: No power can now stop Kashmiri Pandits from going back to Kashmir, defence minister Rajnath Singh said on Monday, forcefully defending the NDA government's decision to reorganize Jammu and Kashmir and abrogating its special status under Article 370. In an address at a rally, the defence minister also sent a strong message to Pakistan and said India will not let anyone live in peace if it is harmed. ""We will not touch anyone, but if someone bothers us, then we are not going to let them live in peace,"" he said. Referring to the exodus of a large number of Kashmiri Pandits from the Valley in the late 1990s at the height of militancy, Singh said no power now can stop them from returning to their homes. On the Citizenship Amendment Act, the minister said it is not a law to hurt the sentiments of any religion but to give relief to victims of religious persecution. Mahatma Gandhi had told Nehru to give citizenship to minorities like Hindus and Sikhs if they come to India and Prime Minister Narendra Modi has fulfilled that vision by bringing in the law, Singh said. On several non-BJP states refusing to implement the CAA, the defence minister said it it is a central law and everyone should follow it. Accusing the Congress of misleading people on the issue, he said the party should not forget its duty towards the nation just because it is in opposition. Download The Times of India News App for Latest India News."
 India restores some internet access in Kashmir after long shutdown | India News - Times of India,"NEW DELHI: Months after imposing a sweeping communications blackout in Kashmir, the Indian government on Saturday unblocked several hundred websites in Jammu and Kashmir, bringing a tentative end to the world’s longest internet shutdown in a democracy. The announcement comes nearly half a year after India’s government, led by Prime Minister Narendra Modi, revoked Kashmir’s semiautonomous status. Bracing for subsequent unrest, authorities suspended landline and cellular connections, cut internet services and dispatched tens of thousands of troops to the area. Since then, the Kashmir Valley, home to as many as 8 million people, has endured a punishing information blackout. Foreign journalists and diplomats were blocked from visiting the predominantly Muslim territory. The government arrested scores of Kashmiris, including former heads of state, without disclosing charges. Ordinary Kashmiris struggled to procure medicines and contact loved ones. The lifting of restrictions on Saturday applied only to 301 ""whitelisted"" websites. Among them were entertainment platforms like Amazon and some international news outlets, including The New York Times. Many Indian publications remained blocked, along with all social media. Mobile data access was also restored, though it was limited to 2G connections. ""It is very slow — and a good joke,"" said Sajeel Majid, 35, a restaurant owner in Srinagar, the summer capital of Kashmir. ""India wants to deceive the world by saying we have restored internet, but we can’t even access email with 2G speed."" Though some Kashmiris said the partial restoration of internet services could bring some semblance of normalcy to the region, they pointed out that shops remained largely shut and troops were still posted everywhere. Over the last week, around half a dozen Kashmiri militants were killed in gunbattles with Indian forces, who have been accused of torturing civilians and using excessive force against protesters. In a statement, the government of Jammu and Kashmir said continued internet restrictions were necessary to prevent the ""propagation of terror activities"" and the ""circulation of inflammatory material."" Officials said they would approve more websites in the coming days. India has increasingly come under scrutiny, both domestically and abroad, for cutting off the internet, a tactic more commonly associated with dictatorships than democracies. The country tops the world in the number of internet shutdowns, with 134 last year, according to SFLC.in, a legal advocacy group in New Delhi that tracks such restrictions. This month, the Supreme Court ruled that internet access was integral to an individual’s right to freedom of speech and expression. Judges said the government’s methods in Kashmir were an “arbitrary exercise of power,” though they stopped short of declaring them illegal. Hours after the government lifted some restrictions, Kashmiris said webpages — including approved ones — were again blocked for Republic Day festivities on Sunday, which commemorate the day when India’s constitution went into effect. ""It is just a game to tell people we have restored internet services, but on the ground it doesn’t work and is of no use,"" said Adnan Bhat, 19, a student in Srinagar. Download The Times of India News App for Latest India News."
 Mobile phone services in Kashmir now restored | India News - Times of India,"SRINAGAR: Mobile phone services and 2G Internet services were restored in Kashmir on Sunday hours after being suspended as a precautionary measure for ensuring an incident-free Republic Day celebration in the Valley, officials said. ""Mobile telephone services were restored at 4.00 pm across Kashmir,"" one of the officials said. 2G mobile Internet services was restored around 9 pm, officials said. Suspension of mobile phone and internet services on Republic Day and Independence Day have been part of the security drill in the Valley since 2005 when militants used a mobile phone to trigger an IED blast near the venue of Independence day celebrations. On Saturday, hours after low-speed mobile internet was restored in Kashmir, authorities again snapped services, citing security reasons in view of Republic Day. Mobile Internet was restored after being suspended nearly six months ago in the wake of the Centre's decision to revoke Article 370, but the service could only be used to access 301 websites approved by the administration, the officials said. Download The Times of India News App for Latest India News."
Digvijaya Singh invokes Gandhi when asked about scrapping of Article 370 | Bhopal News - Times of India,"Bhopal: Senior Congress leader Digvijaya Singh on Saturday said that he often wonders what Mahatma Gandhi would have done after the abrogation of Article 370. The former chief minister was speaking at the release of a book titled ‘Gandhi Ek Bharat’ by Dr Bramhadeep Alune here in the state capital. “Mahatma Gandhi had many attributes. He always practised what he preached, especially on truth and non-violence. It is our misfortune that on his 150th birth anniversary, we are witnessing something that he would never have approved,” Digvijaya said. The Congress stalwart said that after the abrogation of Article 370, he was asked for his reaction and that is when he thought of Mahatma Gandhi. “When I was asked for my reaction on the abrogation of Article 370 in Jammu and Kashmir, I thought what Gandhiji would have done,” Digvijaya said. “The Mahatma would have immediately undertaken a ‘padayatra’ (march) from the Red Fort in Delhi to the Lal Chowk in Srinagar because the way the special status for Jammu & Kashmir was revoked has increased suspicion among the residents there,” Digvijaya added. In an early morning tweet, the Congress veteran also targeted Prime Minister Narendra Modi and BJP national general secretary Kailash Vijayvargiya over the Citizenship Amendment Act (CAA). “Modiji knows the religion of people by the clothes they wear. Vijayvargiya can identify the citizenship of people by the way they eat ‘poha’. Will our citizenship now be decided on how we dress or how we eat poha? Modi hai toh sab mumkin hai (Everything is possible when Modi is present)”, Digvijaya tweeted. Download The Times of India News App for Latest City News."
Infographic:  71st Republic Day: Major Constitutional changes in Independent India | India News - Times of India,"January 26 honours the date on which India’s Constitution came into effect nearly 70 years ago. However, the document prescribing the rights, duties and powers of India’s citizens, has, over the years, undergone several changes. A look at the major ones and how they have changed the course of the country. Download The Times of India News App for Latest India News."
"Delhi assembly polls: Your vote will keep country secured, says Amit Shah | Delhi News - Times of India","NEW DELHI: Union home minister Amit Shah in his campaign rallies at Badli and Bawana on Saturday night said that Delhi CM Arvind Kejriwal and Congress leader Rahul Gandhi through their vote bank politics had made Delhi unsafe for everyone. He accused the Aam Aadmi Party government of not only failing to keep its promises, but also supporting those who wanted to break the country. Shah also attacked AAP for opposing the abrogation of Article 370 and questioning the “surgical strike.” “Your vote on February 8 will not only ensure the future of Delhi but also the security of the country,” said Shah. Complete Coverage on Delhi ElectionsAttacking Kejriwal for not delivering on his promises of setting up 1,000 schools, 50 colleges and buying 5,000 DTC buses, apart from providing clean water, Shah said: “The status of education has worsened. Kejriwal has given poisonous air and water to the people of Delhi.” Promising the slum dwellers two-room pucca houses, he also attacked Kejriwal for delaying and blocking the Union government’s action to regularise the unauthorised colonies. “Modiji wrote to Kejriwal in 2015 and 2017 for the list of the colonies. He said it would take two years. When Modiji came to power in 2019, we identified the colonies through satellite mapping and started the process of regularising them,” he said. Attacking Rahul Gandhi and Kejriwal in the same breath, Shah said they supported those who raised anti-national slogans in JNU. Kejriwal government didn’t permit prosecution to those who raised slogans to break the country, he added. “Mauni Baba, Rahul Baba and Kejriwal, you can abuse me and my party, but abusing the country will not be tolerated. Delhi will decide whether it will vote for tukde tukde supporters or those who want to put them in jail.” Download The Times of India News App for Latest City News."
 Militancy remains biggest concern despite drastic decline in violence: Murmu | India News - Times of India,"JAMMU: Jammu and Kashmir Lt Governor G C Murmu on Saturday said militancy remains the biggest concern as innocent youth are indoctrinated to take misguided paths in the union territory. ""On this day, I salute the bravery of our police and security forces for battling militancy and ensuring that there is public order in Jammu and Kashmir. The nation is proud of them,"" Murmu said in his Republic Day message here. Extending greetings to the people on the occasion of the 71st Republic Day, Murmu said, ""We also pay homage to civilians who have fallen prey to wanton violence."" ""Militancy remains our biggest concern as innocent youth are indoctrinated to take misguided paths. Although incidents of militancy have come down drastically, the threat posed by it requires attention not only to eradicate it but also prevent loss due to it,"" he said. He said the valiant security personnel need to continue to be on guard to thwart any attempts to disturb peace across Jammu and Kashmir, thereby disrupting the development, growth and opportunities for peace-loving people. Referring to various curbs in the aftermath of abrogation of provisions of Article 370 last August, Murmu said these restrictions were necessary owing to the problems being created and propaganda from across the border. ""Our priority was that there should be no bloodshed which we have achieved,"" he said. He said the restrictions on many fronts have been largely relaxed in a gradual manner. ""We facilitated people to perform their tasks even under difficult circumstances. I thank the people of Jammu and Kashmir for cooperating on this front,"" he said. On the security front, a substantial number of bunkers are now complete in border areas of Jammu and the rest would be completed soon. ""We have sanctioned bunkers in Bandipora (north Kashmir) and will be doing so in Baramulla and Kupwara also,"" he said. To improve investigation of cyber crime, two cyber police stations have been set up, one each at Jammu and Srinagar, the Lt Governor said. ""Out of the 2,014 sanctioned posts for two women police battalions, the process of recruitment against 1,350 direct recruit posts is in progress. Besides, out of the 2,014 posts sanctioned for two border battalions, the process of recruitment against 1,350 direct recruit posts is in progress,"" he said. Referring to the fall of the PDP-BJP government in 2018 and subsequent developments, he said the last one-and-a-half years have been transformative for Jammu and Kashmir in many ways. ""Under the Governor's and the President's Rule, the goal has been simple - good governance and delivering development. To provide good governance, a people-centric and a development-oriented work culture has been introduced with a focus on results. ""The goal has been on timely completion of projects and delivery of benefits. In future, we will take more measures to ensure that the government is run in a rule-based manner with no arbitrariness or delays. Accountability will be ensured at all levels. The primary duty of government employees is public service and this will be ensured,"" he said. Murmu said a lot has been done on the development front in the last 18 months. ""Implementation of the Prime Minister's Development Programme (PMDP) has been accelerated with substantial progress in the past 18 months as compared to the previous three years,"" he said. Download The Times of India News App for Latest India News."
 Bearded Omar Abdullah fires up Twitter; Mamata calls situation unfortunate | India News - Times of India,"SRINAGAR: A photograph of detained former Jammu and Kashmir chief minister Omar Abdullah surfaced on Twitter on Saturday in which he seemed almost unrecognisable sporting a salt and pepper beard, triggering reactions of awe and anger from netizens, including West Bengal Chief Minister Mamata Banerjee. Omar is among the three former chief ministers of the erstwhile state who continue to be in custody since August 5 when the Centre abrogated the special status of Jammu and Kashmir under Article 370 and divided it in two Union Territories. This is first picture of 49-year-old Omar to have appeared in public domain after five months of captivity. It showed him smiling in a snow covered jacket and sporting an unkempt greyish beard. ""I could not recognize Omar in this picture. Am feeling sad. Unfortunate that this is happening in our democratic country. When will this end,"" West Bengal Chief Minister Mamata Banerjee asked on the micro-blogging site. Congress leader Milind Deora tweeted that successive Indian governments have benefited richly from Abdullah's economic and political views. ""...Muting nationalists like him made our national discourse poorer. Complete normalcy must be restored soon,"" he said. Congress spokesperson Salman Soz said that after seeing Omar Abdullah's ""leaked"" photo, some were asking the NC leader to come back on Twitter and carry on as usual. ""It's as if he is off on a holiday. The govt illegally detained him (and others), judiciary played along, most media asked no questions. You are complicit,"" he said on twitter. ""How bad must it be that we are feeling happy just to see a smiling pic of the former CM of J&K @OmarAbdullah. Would truly be a happy moment when he and the rest are out and about, not under house arrest, hear them speak and read his tweets. Till then just the pic brings hope!,"" Shiv Sena Deputy leader Priyanka Chaturvedi said. Omar and two former chief ministers -- his father Farooq Abdullah and political rival Mehbooba Mufti -- were detained along with a large number of politicians, activists, lawyers on August 5 under section 107 of Code of Criminal Procedure. The stringent provision allows local law enforcement authorities to put a person in preventive custody for a period of six months if that person is suspected to commit a breach peace or disturb public tranquillity. Download The Times of India News App for Latest India News."
